2012/10/19	483.50	2012/09/07	517.25	2012/06/08	468.50	2012/03/09	468.25	2011/12/09	421.75	2011/09/09	449.75	2011/06/03	472.25	2011/03/04	474.50	2010/12/10	473.75	2010/09/03	378.25	2010/06/04	307.75	2010/03/05	295.00	2009/12/04	281.25	2009/09/04	266.50	2009/06/05	323.25	2009/03/06	268.50	2008/12/05	263.50	2008/09/05	375.75	2008/06/06	447.00	2008/03/07	477.50	2007/12/07	394.00	2007/09/07	350.75	2007/06/08	276.50	2007/03/09	264.75	2006/12/08	277.25	2006/09/08	263.75	2006/06/09	253.50	2006/03/03	228.75	2005/12/09	221.75	2005/09/09	226.75	2005/06/03	212.50	2005/03/04	204.00	2004/12/10	210.50	2004/09/03	227.00	2004/06/04	238.00	2004/04/09	297.50	2003/12/05	268.50	2003/09/05	247.75	2003/06/06	233.00	2003/03/07	229.75	2002/12/06	288.50
2012/10/12	478.00	2012/08/31	517.25	2012/06/01	463.50	2012/03/02	465.50	2011/12/02	414.75	2011/09/02	441.50	2011/05/27	494.00	2011/02/25	455.50	2010/12/03	448.50	2010/08/27	373.00	2010/05/28	306.50	2010/02/26	292.75	2009/11/27	280.50	2009/08/28	277.00	2009/05/29	318.25	2009/02/27	269.00	2008/11/28	299.75	2008/08/29	396.00	2008/05/30	432.50	2008/02/29	507.00	2007/11/30	394.75	2007/08/31	350.00	2007/06/01	278.75	2007/03/02	269.00	2006/12/01	279.00	2006/09/01	263.50	2006/06/02	253.75	2006/02/24	226.75	2005/12/02	223.00	2005/09/02	222.00	2005/05/27	212.00	2005/02/25	200.00	2004/12/03	211.25	2004/08/27	228.00	2004/05/28	237.00	2004/04/02	287.00	2003/11/28	274.00	2003/08/29	247.00	2003/05/30	233.50	2003/02/28	244.00	2002/11/29	291.00
2012/10/05	484.50	2012/08/24	519.75	2012/05/25	465.50	2012/02/24	452.50	2011/11/25	411.00	2011/08/26	424.25	2011/05/20	471.50	2011/02/18	460.75	2010/11/26	425.00	2010/08/20	361.00	2010/05/21	302.25	2010/02/19	296.25	2009/11/20	279.25	2009/08/21	276.75	2009/05/22	321.75	2009/02/20	278.50	2008/11/21	303.00	2008/08/22	402.50	2008/05/23	451.75	2008/02/22	479.50	2007/11/23	393.50	2007/08/24	333.50	2007/05/25	277.25	2007/02/23	270.25	2006/11/24	278.25	2006/08/25	263.75	2006/05/26	252.50	2006/02/17	227.00	2005/11/25	226.00	2005/08/26	221.00	2005/05/20	212.00	2005/02/18	194.25	2004/11/26	212.25	2004/08/20	221.00	2004/05/21	239.50	2004/03/26	284.00	2003/11/21	274.25	2003/08/22	247.50	2003/05/23	233.75	2003/02/21	255.50	2002/11/22	282.50
2012/09/28	485.75	2012/08/17	510.75	2012/05/18	461.50	2012/02/17	455.75	2011/11/18	421.25	2011/08/19	419.00	2011/05/13	447.00	2011/02/11	476.25	2010/11/19	412.00	2010/08/13	376.00	2010/05/14	304.75	2010/02/12	292.25	2009/11/13	274.00	2009/08/14	278.00	2009/05/15	318.75	2009/02/13	289.75	2008/11/14	316.50	2008/08/15	384.25	2008/05/16	435.75	2008/02/15	458.25	2007/11/16	375.00	2007/08/17	320.25	2007/05/18	271.00	2007/02/16	268.00	2006/11/17	275.00	2006/08/18	257.00	2006/05/19	249.25	2006/02/10	226.00	2005/11/18	231.75	2005/08/19	220.75	2005/05/13	209.00	2005/02/11	193.25	2004/11/19	215.00	2004/08/13	214.75	2004/05/14	246.50	2004/03/19	280.50	2003/11/14	282.00	2003/08/15	242.00	2003/05/16	241.00	2003/02/14	257.00	2002/11/15	282.00
2012/09/21	496.75	2012/08/10	512.50	2012/05/11	476.00	2012/02/10	446.50	2011/11/11	424.00	2011/08/12	416.75	2011/05/06	427.00	2011/02/04	482.50	2010/11/12	424.50	2010/08/06	374.75	2010/05/07	301.00	2010/02/05	286.50	2009/11/06	269.75	2009/08/07	272.25	2009/05/08	317.75	2009/02/06	286.00	2008/11/07	330.00	2008/08/08	378.50	2008/05/09	438.50	2008/02/08	449.50	2007/11/09	381.75	2007/08/10	327.25	2007/05/11	266.25	2007/02/09	273.75	2006/11/10	274.75	2006/08/11	259.00	2006/05/12	249.25	2006/02/03	226.00	2005/11/11	236.00	2005/08/12	218.75	2005/05/06	205.50	2005/02/04	191.50	2004/11/12	212.50	2004/08/06	217.50	2004/05/07	256.50	2004/03/12	278.00	2003/11/07	276.00	2003/08/08	237.25	2003/05/09	228.50	2003/02/07	265.00	2002/11/08	276.50
2012/09/14	517.50	2012/08/03	498.25	2012/05/04	472.50	2012/02/03	449.00	2011/11/04	430.75	2011/08/05	420.50	2011/04/29	432.75	2011/01/28	481.75	2010/11/05	415.00	2010/07/30	367.25	2010/04/30	301.50	2010/01/29	284.50	2009/10/30	274.00	2009/07/31	268.00	2009/05/01	301.50	2009/01/30	283.50	2008/10/31	317.00	2008/08/01	407.00	2008/05/02	408.50	2008/02/01	433.25	2007/11/02	380.00	2007/08/03	321.00	2007/05/04	267.00	2007/02/02	276.25	2006/11/03	275.00	2006/08/04	259.50	2006/05/05	241.50	2006/01/27	227.25	2005/11/04	235.50	2005/08/05	216.00	2005/04/29	205.50	2005/01/28	195.25	2004/11/05	209.75	2004/07/30	217.00	2004/04/30	251.75	2004/03/05	276.75	2003/10/31	277.25	2003/08/01	238.75	2003/05/02	227.50	2003/01/31	275.25	2002/11/01	277.50
2012/09/07	517.25	2012/07/27	498.50	2012/04/27	484.50	2012/01/27	443.00	2011/10/28	424.25	2011/07/29	427.75	2011/04/22	449.00	2011/01/21	486.00	2010/10/29	404.50	2010/07/23	366.75	2010/04/23	301.25	2010/01/22	284.25	2009/10/23	271.75	2009/07/24	267.50	2009/04/24	301.50	2009/01/23	290.50	2008/10/24	315.50	2008/07/25	413.75	2008/04/25	414.00	2008/01/25	420.00	2007/10/26	375.75	2007/07/27	313.25	2007/04/27	267.50	2007/01/26	275.25	2006/10/27	274.50	2006/07/28	259.00	2006/04/28	239.75	2006/01/20	223.50	2005/10/28	233.00	2005/07/29	219.75	2005/04/22	207.50	2005/01/21	200.25	2004/10/29	210.00	2004/07/23	230.00	2004/04/23	250.25	2004/02/27	280.00	2003/10/24	277.00	2003/07/25	238.50	2003/04/25	229.25	2003/01/24	282.25	2002/10/25	274.00
2012/08/31	515.00	2012/07/20	523.25	2012/04/20	484.50	2012/01/20	434.50	2011/10/21	416.00	2011/07/22	434.75	2011/04/15	427.75	2011/01/14	486.25	2010/10/22	395.00	2010/07/16	362.00	2010/04/16	298.00	2010/01/15	284.00	2009/10/16	272.50	2009/07/17	277.25	2009/04/17	297.75	2009/01/16	288.75	2008/10/17	312.75	2008/07/18	432.25	2008/04/18	418.25	2008/01/18	430.50	2007/10/19	380.00	2007/07/20	311.50	2007/04/20	262.00	2007/01/19	278.50	2006/10/20	274.50	2006/07/21	263.50	2006/04/21	239.75	2006/01/13	218.75	2005/10/21	233.75	2005/07/22	217.75	2005/04/15	206.00	2005/01/14	202.50	2004/10/22	211.25	2004/07/16	234.50	2004/04/16	252.00	2004/02/20	279.25	2003/10/17	268.00	2003/07/18	241.00	2003/04/18	234.50	2003/01/17	280.75	2002/10/18	267.25
2012/08/24	516.00	2012/07/13	513.75	2012/04/13	481.25	2012/01/13	434.25	2011/10/14	425.25	2011/07/15	445.00	2011/04/08	440.25	2011/01/07	490.00	2010/10/15	390.50	2010/07/09	347.25	2010/04/09	299.75	2010/01/08	292.00	2009/10/09	267.00	2009/07/10	280.75	2009/04/10	283.25	2009/01/09	291.50	2008/10/10	313.50	2008/07/11	457.00	2008/04/11	426.50	2008/01/11	440.25	2007/10/12	367.50	2007/07/13	305.00	2007/04/13	262.50	2007/01/12	281.25	2006/10/13	266.00	2006/07/14	262.00	2006/04/14	236.00	2006/01/06	224.25	2005/10/14	234.25	2005/07/15	221.00	2005/04/08	207.75	2005/01/07	210.50	2004/10/15	212.75	2004/07/09	240.25	2004/04/09	258.00	2004/02/13	273.75	2003/10/10	261.25	2003/07/11	246.00	2003/04/11	231.50	2003/01/10	283.50	2002/10/11	261.00
2012/08/17	505.75	2012/07/06	505.00	2012/04/06	486.75	2012/01/06	436.00	2011/10/07	412.50	2011/07/08	444.25	2011/04/01	440.25	2010/12/31	484.25	2010/10/08	389.25	2010/07/02	326.75	2010/04/02	294.75	2010/01/01	292.00	2009/10/02	261.75	2009/07/03	294.75	2009/04/03	278.75	2009/01/02	273.00	2008/10/03	342.00	2008/07/04	468.50	2008/04/04	422.00	2008/01/04	428.00	2007/10/05	363.25	2007/07/06	299.75	2007/04/06	257.75	2007/01/05	278.00	2006/10/06	259.75	2006/07/07	258.00	2006/04/07	236.50	2005/12/30	223.75	2005/10/07	233.00	2005/07/08	221.75	2005/04/01	211.00	2004/12/31	212.25	2004/10/08	215.00	2004/07/02	240.00	2004/04/02	257.00	2004/02/06	275.00	2003/10/03	255.50	2003/07/04	246.00	2003/04/04	228.50	2003/01/03	284.50	2002/10/04	259.00
2012/08/10	508.25	2012/06/29	481.25	2012/03/30	475.50	2011/12/30	421.50	2011/09/30	411.25	2011/07/01	431.50	2011/03/25	424.25	2010/12/24	482.75	2010/10/01	375.50	2010/06/25	332.25	2010/03/26	291.00	2009/12/25	287.75	2009/09/25	263.50	2009/06/26	296.00	2009/03/27	271.50	2008/12/26	255.25	2008/09/26	363.00	2008/06/27	463.00	2008/03/28	418.25	2007/12/28	429.00	2007/09/28	365.50	2007/06/29	298.00	2007/03/30	256.00	2006/12/29	283.00	2006/09/29	261.25	2006/06/30	249.00	2006/03/31	236.25	2005/12/23	227.00	2005/09/30	236.00	2005/07/01	220.50	2005/03/25	211.00	2004/12/24	212.25	2004/10/01	218.00	2004/06/25	244.00	2004/03/26	257.50	2004/01/30	276.00	2003/09/26	250.25	2003/06/27	248.00	2003/03/28	222.00	2002/12/27	283.00	2002/09/27	264.00
2012/08/03	496.25	2012/06/22	469.00	2012/03/23	458.00	2011/12/23	415.75	2011/09/23	418.00	2011/06/24	435.75	2011/03/18	419.50	2010/12/17	467.00	2010/09/24	384.00	2010/06/18	328.00	2010/03/19	290.50	2009/12/18	287.75	2009/09/18	269.00	2009/06/19	305.50	2009/03/20	269.50	2008/12/19	254.50	2008/09/19	356.50	2008/06/20	468.00	2008/03/21	414.00	2007/12/21	421.25	2007/09/21	359.00	2007/06/22	285.00	2007/03/23	254.75	2006/12/22	279.00	2006/09/22	262.50	2006/06/23	252.50	2006/03/24	235.50	2005/12/16	225.25	2005/09/23	234.50	2005/06/24	225.50	2005/03/18	210.00	2004/12/17	212.50	2004/09/24	219.50	2004/06/18	240.25	2004/03/19	253.75	2004/01/23	276.00	2003/09/19	249.75	2003/06/20	246.25	2003/03/21	227.50	2002/12/20	284.00	2002/09/20	261.50
2012/07/27	496.00	2012/06/15	456.00	2012/03/16	460.25	2011/12/16	407.00	2011/09/16	429.50	2011/06/17	452.25	2011/03/11	416.75	2010/12/10	471.00	2010/09/17	384.25	2010/06/11	320.50	2010/03/12	286.25	2009/12/11	286.50	2009/09/11	264.00	2009/06/12	319.50	2009/03/13	268.00	2008/12/12	266.50	2008/09/12	371.00	2008/06/13	468.00	2008/03/14	444.00	2007/12/14	411.50	2007/09/14	351.75	2007/06/15	287.75	2007/03/16	257.00	2006/12/15	278.50	2006/09/15	260.00	2006/06/16	255.25	2006/03/17	237.75	2005/12/09	227.50	2005/09/16	230.75	2005/06/17	226.75	2005/03/11	212.50	2004/12/10	214.00	2004/09/17	226.00	2004/06/11	240.50	2004/03/12	250.50	2004/01/16	274.50	2003/09/12	248.25	2003/06/13	243.00	2003/03/14	226.00	2002/12/13	287.50	2002/09/13	264.25
2012/07/20	517.50	2012/06/08	467.50	2012/03/09	445.75	2011/12/09	407.25	2011/09/09	437.75	2011/06/10	460.25	2011/03/04	435.75	2010/12/03	446.25	2010/09/10	383.25	2010/06/04	313.00	2010/03/05	290.50	2009/12/04	285.50	2009/09/04	270.75	2009/06/05	327.75	2009/03/06	272.75	2008/12/05	260.00	2008/09/05	378.25	2008/06/06	453.75	2008/03/07	448.75	2007/12/07	394.50	2007/09/07	353.00	2007/06/08	281.75	2007/03/09	261.50	2006/12/08	281.00	2006/09/08	266.00	2006/06/09	259.00	2006/03/10	237.00	2005/12/02	229.00	2005/09/09	231.75	2005/06/10	220.50	2005/03/04	212.00	2004/12/03	215.00	2004/09/10	225.50	2004/06/04	243.00	2004/03/05	250.00	2004/01/09	270.00	2003/09/05	248.50	2003/06/06	238.50	2003/03/07	213.00	2002/12/06	291.75		
2012/07/13	508.50	2012/06/01	462.00	2012/03/02	444.50	2011/12/02	402.00	2011/09/02	433.25	2011/06/03	465.75	2011/02/25	435.75	2010/11/26	425.00	2010/09/03	379.50	2010/05/28	310.50	2010/02/26	287.75	2009/11/27	284.75	2009/08/28	281.00	2009/05/29	323.25	2009/02/27	273.75	2008/11/28	296.00			2008/05/30	438.75	2008/02/29	479.00	2007/11/30	395.50	2007/08/31	353.00	2007/06/01	284.00	2007/03/02	264.50	2006/12/01	281.75	2006/09/01	266.50	2006/06/02	259.25	2006/03/03	236.50	2005/11/25	231.25	2005/09/02	226.50	2005/06/03	220.00	2005/02/25	206.00	2004/11/26	215.75	2004/09/03	232.00	2004/05/28	241.00	2004/02/27	248.00	2004/01/02	274.00	2003/08/29	247.25	2003/05/30	238.50	2003/02/28	222.00	2002/11/29	293.50		
2012/07/06	501.25	2012/05/25	462.50	2012/02/24	438.00	2011/11/25	400.75	2011/08/26	418.75	2011/05/27	481.75	2011/02/18	440.25	2010/11/19	413.50			2010/05/21	307.00	2010/02/19	292.00	2009/11/20	283.25	2009/08/21	281.25	2009/05/22	326.50	2009/02/20	283.00	2008/11/21	302.50			2008/05/23	456.25	2008/02/22	462.75	2007/11/23	397.00	2007/08/24	338.00	2007/05/25	283.75	2007/02/23	266.00	2006/11/24	281.00	2006/08/25	266.00	2006/05/26	258.50	2006/02/24	235.00	2005/11/18	236.75	2005/08/26	225.50	2005/05/27	218.50	2005/02/18	201.50	2004/11/19	219.00	2004/08/27	233.00	2004/05/21	243.00	2004/02/20	248.50	2003/12/26	269.50	2003/08/22	248.00	2003/05/23	239.00	2003/02/21	227.50	2002/11/22	285.00		
2012/06/29	474.50	2012/05/18	459.00	2012/02/17	437.75	2011/11/18	411.00	2011/08/19	413.50	2011/05/20	465.75	2011/02/11	454.75	2010/11/12	426.75			2010/05/14	309.50	2010/02/12	290.25	2009/11/13	278.50	2009/08/14	282.50	2009/05/15	323.50	2009/02/13	294.25	2008/11/14	319.50			2008/05/16	442.00	2008/02/15	444.25	2007/11/16	379.50	2007/08/17	325.00	2007/05/18	277.00	2007/02/16	262.75	2006/11/17	278.00	2006/08/18	261.00	2006/05/19	254.25	2006/02/17	235.50	2005/11/11	240.75	2005/08/19	224.50	2005/05/20	218.00	2005/02/11	199.50	2004/11/12	217.00	2004/08/20	225.50	2004/05/14	251.00	2004/02/13	244.00	2003/12/19	269.00	2003/08/15	243.00	2003/05/16	246.00	2003/02/14	228.50	2002/11/15	285.00		
2012/06/22	464.75	2012/05/11	469.50	2012/02/10	428.25	2011/11/11	410.00	2011/08/12	412.00	2011/05/13	444.25	2011/02/04	456.25	2010/11/05	417.75			2010/05/07	304.75	2010/02/05	285.00	2009/11/06	274.00	2009/08/07	277.00	2009/05/08	322.75	2009/02/06	291.00	2008/11/07	332.00			2008/05/09	443.00	2008/02/08	434.50	2007/11/09	385.25	2007/08/10	331.00	2007/05/11	271.25	2007/02/09	269.25	2006/11/10	277.50	2006/08/11	264.00	2006/05/12	254.00	2006/02/10	234.00	2005/11/04	240.50	2005/08/12	223.75	2005/05/13	216.75	2005/02/04	198.25	2004/11/05	214.00	2004/08/13	220.50	2004/05/07	261.00	2004/02/06	248.00	2003/12/12	271.00	2003/08/08	238.75	2003/05/09	234.00	2003/02/07	228.50	2002/11/08	280.00		
2012/06/15	453.00	2012/05/04	466.25	2012/02/03	430.50	2011/11/04	416.50	2011/08/05	413.25	2011/05/06	427.00	2011/01/28	441.75	2010/10/29	405.50			2010/04/30	306.75	2010/01/29	283.50	2009/10/30	278.25	2009/07/31	271.25	2009/05/01	307.25	2009/01/30	288.50	2008/10/31	318.50			2008/05/02	413.50	2008/02/01	416.50	2007/11/02	384.50	2007/08/03	324.50	2007/05/04	272.50	2007/02/02	270.50	2006/11/03	277.25	2006/08/04	263.50	2006/05/05	246.50	2006/02/03	232.75	2005/10/28	238.75	2005/08/05	221.50	2005/05/06	214.00	2005/01/28	201.00	2004/10/29	213.50	2004/08/06	222.50	2004/04/30	256.50	2004/01/30	250.00	2003/12/05	273.00	2003/08/01	241.50	2003/05/02	233.00	2003/01/31	234.00	2002/11/01	280.75		
2012/06/08	464.75	2012/04/27	476.00	2012/01/27	420.25	2011/10/28	413.25	2011/07/29	422.50	2011/04/29	433.25	2011/01/21	441.75	2010/10/22	394.25			2010/04/23	306.50	2010/01/22	284.00	2009/10/23	276.50	2009/07/24	269.75	2009/04/24	306.50	2009/01/23	295.00	2008/10/24	316.50			2008/04/25	419.50	2008/01/25	408.00	2007/10/26	380.25	2007/07/27	316.75	2007/04/27	273.50	2007/01/26	269.25	2006/10/27	276.50	2006/07/28	262.75	2006/04/28	244.75	2006/01/27	232.25	2005/10/21	238.50	2005/07/29	225.25	2005/04/29	213.00	2005/01/21	204.50	2004/10/22	216.50	2004/07/30	224.00	2004/04/23	254.50	2004/01/23	249.00	2003/11/28	274.50	2003/07/25	241.00	2003/04/25	234.00	2003/01/24	236.25	2002/10/25	276.00		
2012/06/01	459.50	2012/04/20	474.25	2012/01/20	410.75	2011/10/21	406.25	2011/07/22	434.00	2011/04/22	448.50	2011/01/14	446.25	2010/10/15	389.50			2010/04/16	303.00	2010/01/15	284.25	2009/10/16	277.25	2009/07/17	280.00	2009/04/17	302.75	2009/01/16	292.00	2008/10/17	314.50			2008/04/18	424.50	2008/01/18	421.50	2007/10/19	384.00	2007/07/20	314.25	2007/04/20	268.00	2007/01/19	271.25	2006/10/20	276.00	2006/07/21	266.75	2006/04/21	244.75	2006/01/20	228.25	2005/10/14	239.25	2005/07/22	223.00	2005/04/22	215.75	2005/01/14	207.00	2004/10/15	217.50	2004/07/23	234.50	2004/04/16	256.50	2004/01/16	246.00	2003/11/21	277.00	2003/07/18	243.00	2003/04/18	240.25	2003/01/17	236.50	2002/10/18	270.50		
2012/05/25	459.25	2012/04/13	475.50	2012/01/13	410.50	2011/10/14	415.50	2011/07/15	445.75	2011/04/15	429.00	2011/01/07	448.75	2010/10/08	388.50			2010/04/09	304.75	2010/01/08	291.75	2009/10/09	272.50	2009/07/10	284.50	2009/04/10	286.00	2009/01/09	295.75	2008/10/10	315.00			2008/04/11	432.00	2008/01/11	426.00	2007/10/12	373.00	2007/07/13	308.00	2007/04/13	268.00	2007/01/12	272.50	2006/10/13	269.50	2006/07/14	265.50	2006/04/14	241.50	2006/01/13	224.00	2005/10/07	238.50	2005/07/15	226.00	2005/04/15	213.00	2005/01/07	213.00	2004/10/08	219.50	2004/07/16	238.00	2004/04/09	260.50	2004/01/09	244.00	2003/11/14	284.50	2003/07/11	249.00	2003/04/11	236.75	2003/01/10	240.50	2002/10/11	264.00		
